"County"	"County Code"	"Place of Death"	"Place of Death Code"	Deaths	Population	Crude Rate
"Ritchie County, WV"	"54085"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Ritchie County, WV"	"54085"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Ritchie County, WV"	"54085"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Ritchie County, WV"	"54085"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Roane County, WV"	"54087"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Roane County, WV"	"54087"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Roane County, WV"	"54087"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Roane County, WV"	"54087"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Roane County, WV"	"54087"	"Decedent's home"	"4"	10	Not Applicable	Not Applicable
"Roane County, WV"	"54087"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Roane County, WV"	"54087"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Roane County, WV"	"54087"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Roane County, WV"	"54087"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Summers County, WV"	"54089"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Summers County, WV"	"54089"	"Medical Facility - Outpatient or ER"	"2"	11	Not Applicable	Not Applicable
"Summers County, WV"	"54089"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Summers County, WV"	"54089"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Summers County, WV"	"54089"	"Decedent's home"	"4"	29	Not Applicable	Not Applicable
"Summers County, WV"	"54089"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Summers County, WV"	"54089"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Summers County, WV"	"54089"	"Other"	"7"	20	Not Applicable	Not Applicable
"Summers County, WV"	"54089"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Taylor County, WV"	"54091"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Taylor County, WV"	"54091"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Taylor County, WV"	"54091"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Taylor County, WV"	"54091"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Taylor County, WV"	"54091"	"Decedent's home"	"4"	18	Not Applicable	Not Applicable
"Taylor County, WV"	"54091"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Taylor County, WV"	"54091"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Taylor County, WV"	"54091"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Taylor County, WV"	"54091"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Tucker County, WV"	"54093"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Tucker County, WV"	"54093"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Tucker County, WV"	"54093"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Tucker County, WV"	"54093"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Tucker County, WV"	"54093"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Tucker County, WV"	"54093"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Tucker County, WV"	"54093"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Tucker County, WV"	"54093"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Tucker County, WV"	"54093"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Tyler County, WV"	"54095"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Tyler County, WV"	"54095"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Tyler County, WV"	"54095"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Tyler County, WV"	"54095"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Tyler County, WV"	"54095"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Tyler County, WV"	"54095"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Tyler County, WV"	"54095"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Tyler County, WV"	"54095"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Tyler County, WV"	"54095"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Upshur County, WV"	"54097"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Upshur County, WV"	"54097"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Upshur County, WV"	"54097"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Upshur County, WV"	"54097"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Upshur County, WV"	"54097"	"Decedent's home"	"4"	18	Not Applicable	Not Applicable
"Upshur County, WV"	"54097"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Upshur County, WV"	"54097"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Upshur County, WV"	"54097"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Upshur County, WV"	"54097"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Wayne County, WV"	"54099"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Wayne County, WV"	"54099"	"Medical Facility - Outpatient or ER"	"2"	24	Not Applicable	Not Applicable
"Wayne County, WV"	"54099"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Wayne County, WV"	"54099"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Wayne County, WV"	"54099"	"Decedent's home"	"4"	81	Not Applicable	Not Applicable
"Wayne County, WV"	"54099"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Wayne County, WV"	"54099"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Wayne County, WV"	"54099"	"Other"	"7"	38	Not Applicable	Not Applicable
"Wayne County, WV"	"54099"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Webster County, WV"	"54101"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Webster County, WV"	"54101"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Webster County, WV"	"54101"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Webster County, WV"	"54101"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Webster County, WV"	"54101"	"Decedent's home"	"4"	20	Not Applicable	Not Applicable
"Webster County, WV"	"54101"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Webster County, WV"	"54101"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Webster County, WV"	"54101"	"Other"	"7"	12	Not Applicable	Not Applicable
"Webster County, WV"	"54101"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Wetzel County, WV"	"54103"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Wetzel County, WV"	"54103"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Wetzel County, WV"	"54103"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Wetzel County, WV"	"54103"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Wetzel County, WV"	"54103"	"Decedent's home"	"4"	12	Not Applicable	Not Applicable
"Wetzel County, WV"	"54103"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Wetzel County, WV"	"54103"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Wetzel County, WV"	"54103"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Wetzel County, WV"	"54103"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Wirt County, WV"	"54105"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Wirt County, WV"	"54105"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Wirt County, WV"	"54105"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Wirt County, WV"	"54105"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Wirt County, WV"	"54105"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Wirt County, WV"	"54105"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Wirt County, WV"	"54105"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Wirt County, WV"	"54105"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Wirt County, WV"	"54105"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Wood County, WV"	"54107"	"Medical Facility - Inpatient"	"1"	22	Not Applicable	Not Applicable
"Wood County, WV"	"54107"	"Medical Facility - Outpatient or ER"	"2"	31	Not Applicable	Not Applicable
"Wood County, WV"	"54107"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Wood County, WV"	"54107"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Wood County, WV"	"54107"	"Decedent's home"	"4"	103	Not Applicable	Not Applicable
"Wood County, WV"	"54107"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Wood County, WV"	"54107"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Wood County, WV"	"54107"	"Other"	"7"	26	Not Applicable	Not Applicable
"Wood County, WV"	"54107"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Wyoming County, WV"	"54109"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Wyoming County, WV"	"54109"	"Medical Facility - Outpatient or ER"	"2"	38	Not Applicable	Not Applicable
"Wyoming County, WV"	"54109"	"Medical Facility - Dead on Arrival"	"3"	11	Not Applicable	Not Applicable
"Wyoming County, WV"	"54109"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Wyoming County, WV"	"54109"	"Decedent's home"	"4"	87	Not Applicable	Not Applicable
"Wyoming County, WV"	"54109"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Wyoming County, WV"	"54109"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Wyoming County, WV"	"54109"	"Other"	"7"	90	Not Applicable	Not Applicable
"Wyoming County, WV"	"54109"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Adams County, WI"	"55001"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Adams County, WI"	"55001"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Adams County, WI"	"55001"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Adams County, WI"	"55001"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Adams County, WI"	"55001"	"Decedent's home"	"4"	21	Not Applicable	Not Applicable
"Adams County, WI"	"55001"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Adams County, WI"	"55001"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Adams County, WI"	"55001"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Adams County, WI"	"55001"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Ashland County, WI"	"55003"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Ashland County, WI"	"55003"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Ashland County, WI"	"55003"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Ashland County, WI"	"55003"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Ashland County, WI"	"55003"	"Decedent's home"	"4"	18	Not Applicable	Not Applicable
"Ashland County, WI"	"55003"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Ashland County, WI"	"55003"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Ashland County, WI"	"55003"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Ashland County, WI"	"55003"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Barron County, WI"	"55005"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Barron County, WI"	"55005"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Barron County, WI"	"55005"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Barron County, WI"	"55005"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Barron County, WI"	"55005"	"Decedent's home"	"4"	17	Not Applicable	Not Applicable
"Barron County, WI"	"55005"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Barron County, WI"	"55005"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Barron County, WI"	"55005"	"Other"	"7"	12	Not Applicable	Not Applicable
"Barron County, WI"	"55005"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Bayfield County, WI"	"55007"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Bayfield County, WI"	"55007"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Bayfield County, WI"	"55007"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Bayfield County, WI"	"55007"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Bayfield County, WI"	"55007"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Bayfield County, WI"	"55007"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Bayfield County, WI"	"55007"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Bayfield County, WI"	"55007"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Bayfield County, WI"	"55007"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Brown County, WI"	"55009"	"Medical Facility - Inpatient"	"1"	22	Not Applicable	Not Applicable
"Brown County, WI"	"55009"	"Medical Facility - Outpatient or ER"	"2"	50	Not Applicable	Not Applicable
"Brown County, WI"	"55009"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Brown County, WI"	"55009"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Brown County, WI"	"55009"	"Decedent's home"	"4"	185	Not Applicable	Not Applicable
"Brown County, WI"	"55009"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Brown County, WI"	"55009"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Brown County, WI"	"55009"	"Other"	"7"	62	Not Applicable	Not Applicable
"Brown County, WI"	"55009"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Buffalo County, WI"	"55011"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Buffalo County, WI"	"55011"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Buffalo County, WI"	"55011"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Buffalo County, WI"	"55011"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Buffalo County, WI"	"55011"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Buffalo County, WI"	"55011"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Buffalo County, WI"	"55011"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Buffalo County, WI"	"55011"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Buffalo County, WI"	"55011"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Burnett County, WI"	"55013"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Burnett County, WI"	"55013"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Burnett County, WI"	"55013"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Burnett County, WI"	"55013"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Burnett County, WI"	"55013"	"Decedent's home"	"4"	11	Not Applicable	Not Applicable
"Burnett County, WI"	"55013"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Burnett County, WI"	"55013"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Burnett County, WI"	"55013"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Burnett County, WI"	"55013"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Calumet County, WI"	"55015"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Calumet County, WI"	"55015"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Calumet County, WI"	"55015"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Calumet County, WI"	"55015"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Calumet County, WI"	"55015"	"Decedent's home"	"4"	22	Not Applicable	Not Applicable
"Calumet County, WI"	"55015"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Calumet County, WI"	"55015"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Calumet County, WI"	"55015"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Calumet County, WI"	"55015"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Chippewa County, WI"	"55017"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Chippewa County, WI"	"55017"	"Medical Facility - Outpatient or ER"	"2"	15	Not Applicable	Not Applicable
